device_id,device_type,os_version,app_version
DEV00713,iOS,iOS 18,v5.0
DEV00714,Android,iOS 18,v4.2
DEV00715,Android,Android 15,v4.1
DEV00716,Android,Android 15,v4.2
DEV00717,Android,Android 13,v4.3
DEV00718,POS,Android 13,v4.1
DEV00719,Android,iOS 18,v5.0
DEV00720,iOS,Android 15,v5.0
DEV00721,Android,Android 15,v4.1
DEV00722,Web,macOS,v4.3
DEV00723,POS,Windows 11,v4.1
DEV00724,Android,iOS 18,v4.3
DEV00725,Web,Android 13,v4.2
DEV00726,Android,Windows 11,v4.3
DEV00727,Android,iOS 18,v4.1
DEV00728,Android,Android 13,v4.1
DEV00729,Android,Android 13,v4.2
DEV00730,Android,Windows 11,v4.1
DEV00731,Android,Windows 11,v5.1
DEV00732,Android,Android 13,v4.1
DEV00733,Web,Android 15,v5.1
DEV00734,Android,iOS 18,v4.1
DEV00735,Android,Android 13,v4.1
DEV00736,iOS,iOS 17,v4.2
DEV00737,iOS,macOS,v5.1
DEV00738,Android,Android 13,v4.2
DEV00739,Android,Android 13,v5.1
DEV00740,iOS,Windows 11,v5.1
DEV00741,Android,Android 13,v5.0
DEV00742,Web,macOS,v5.1
DEV00743,Android,Android 14,v4.2
DEV00744,Android,Windows 11,v4.2
DEV00745,iOS,iOS 17,v4.3
DEV00746,POS,Android 15,v4.1
DEV00747,iOS,macOS,v5.0
DEV00748,Android,Windows 11,v4.1
DEV00749,Android,iOS 18,v4.2
DEV00750,iOS,iOS 18,v5.0
DEV00751,Android,Windows 11,v5.1
DEV00752,iOS,iOS 18,v4.2
DEV00753,iOS,Windows 11,v4.2
DEV00754,Android,Android 15,v4.2
DEV00755,Android,Android 13,v4.2
DEV00756,Web,iOS 17,v5.0
DEV00757,iOS,iOS 18,v4.1
DEV00758,Web,Android 14,v4.1
DEV00759,Android,Android 14,v5.1
DEV00760,iOS,iOS 17,v4.2
DEV00761,Android,iOS 18,v4.2
DEV00762,Android,Android 13,v4.1
DEV00763,iOS,iOS 18,v5.1
DEV00764,Web,macOS,v4.3
DEV00765,Android,Android 13,v5.0
DEV00766,Web,iOS 18,v4.1
DEV00767,iOS,Android 14,v5.0
DEV00768,Android,Android 15,v4.1
DEV00769,Web,Windows 11,v5.1
DEV00770,iOS,iOS 17,v4.2
DEV00771,iOS,Android 13,v4.3
DEV00772,iOS,Android 15,v5.0
DEV00773,iOS,Android 13,v4.3
DEV00774,Web,macOS,v4.2
DEV00775,Android,iOS 17,v4.1
DEV00776,Android,macOS,v5.1
DEV00777,Web,macOS,v4.2
DEV00778,Web,Android 15,v4.3
DEV00779,Android,macOS,v4.3
DEV00780,Android,Android 15,v4.3
DEV00781,iOS,Windows 11,v4.1
DEV00782,Android,Windows 11,v4.3
DEV00783,Android,iOS 17,v4.1
DEV00784,Android,iOS 17,v4.3
DEV00785,iOS,Android 13,v5.0
DEV00786,Android,macOS,v5.0
DEV00787,iOS,Android 15,v4.2
DEV00788,iOS,iOS 17,v4.2
DEV00789,iOS,Windows 11,v5.1
DEV00790,Android,Android 13,v4.3
DEV00791,Android,iOS 18,v4.3
DEV00792,Android,Windows 11,v4.1
DEV00793,iOS,iOS 17,v4.2
DEV00794,iOS,Windows 11,v5.0
DEV00795,Android,macOS,v4.1
DEV00796,Web,Windows 11,v5.0
DEV00797,Web,Android 15,v4.1
DEV00798,iOS,iOS 18,v4.2
DEV00799,Android,iOS 17,v4.3
DEV00800,Web,macOS,v4.3
DEV00801,Web,Android 14,v4.2
DEV00802,POS,Android 15,v5.0
DEV00803,Android,macOS,v5.1
DEV00804,POS,Windows 11,v5.1
DEV00805,Android,Android 15,v4.2
DEV00806,Android,Android 13,v4.1
DEV00807,iOS,macOS,v4.3
DEV00808,iOS,Android 14,v5.0
DEV00809,iOS,iOS 17,v5.1
DEV00810,Android,Android 14,v4.3
DEV00811,Web,Windows 11,v4.2
DEV00812,iOS,iOS 17,v4.3
DEV00813,POS,macOS,v5.1
DEV00814,Android,Android 13,v5.0
DEV00815,iOS,Windows 11,v4.1
DEV00816,Android,Windows 11,v4.1
DEV00817,iOS,iOS 18,v4.3
DEV00818,Web,Android 14,v4.1
DEV00819,Android,Android 15,v5.1
DEV00820,Android,iOS 17,v5.0
DEV00821,Web,Android 14,v4.1
DEV00822,iOS,iOS 17,v4.1
DEV00823,Android,Android 14,v4.2
DEV00824,iOS,Android 15,v4.1
DEV00825,iOS,iOS 17,v4.1
DEV00826,Web,iOS 17,v5.1
DEV00827,Android,iOS 18,v4.1
DEV00828,iOS,Android 13,v4.2
DEV00829,iOS,Android 14,v4.2
DEV00830,Web,Android 15,v4.2
DEV00831,Web,macOS,v4.1
DEV00832,iOS,iOS 18,v4.3
DEV00833,Android,iOS 18,v4.3
DEV00834,Android,Android 13,v5.1
DEV00835,Android,macOS,v4.3
DEV00836,Android,Android 15,v5.1
DEV00837,Web,macOS,v5.1
DEV00838,Web,Windows 11,v4.2
DEV00839,Android,Android 14,v5.0
DEV00840,Android,iOS 17,v5.1
DEV00841,Android,Android 13,v4.1
DEV00842,Web,iOS 17,v4.2
DEV00843,Web,iOS 18,v4.1
DEV00844,Android,iOS 17,v4.1
DEV00845,iOS,Android 14,v4.3
DEV00846,Android,Windows 11,v4.1
DEV00847,Android,Android 14,v5.1
DEV00848,Android,Windows 11,v4.1
DEV00849,iOS,iOS 17,v4.1
DEV00850,Android,iOS 17,v4.3
DEV00851,Android,Android 13,v4.1
DEV00852,Android,Windows 11,v5.1
DEV00853,Android,Android 14,v5.1
DEV00854,iOS,iOS 17,v4.1
DEV00855,Android,Android 15,v5.1
DEV00856,Web,Android 13,v5.1
DEV00857,Android,Android 13,v4.3
DEV00858,Android,macOS,v4.2
DEV00859,Android,Android 13,v4.2
DEV00860,Android,Android 13,v5.0
DEV00861,Android,Windows 11,v4.2
DEV00862,Android,Windows 11,v4.1
DEV00863,Web,iOS 17,v5.1
DEV00864,Web,iOS 18,v4.2
DEV00865,Web,macOS,v4.3
DEV00866,Android,Android 15,v5.0
DEV00867,iOS,iOS 18,v4.1
DEV00868,Android,iOS 18,v4.2
DEV00869,Web,iOS 17,v5.1
DEV00870,POS,Android 13,v4.3
DEV00871,Web,Android 13,v4.2
DEV00872,Android,iOS 17,v5.1
DEV00873,Android,iOS 17,v4.2
DEV00874,Android,Windows 11,v4.1
DEV00875,Android,Android 14,v5.0
DEV00876,Android,Android 13,v5.1
DEV00877,Android,Android 15,v5.0
DEV00878,Android,Android 14,v5.0
DEV00879,Android,iOS 18,v4.3
DEV00880,Android,macOS,v5.1
DEV00881,Web,Windows 11,v4.3
DEV00882,Android,Windows 11,v5.0
DEV00883,Android,Android 13,v4.1
DEV00884,iOS,iOS 17,v4.1
DEV00885,iOS,iOS 17,v4.2
DEV00886,Android,macOS,v4.2
DEV00887,Web,iOS 17,v5.1
DEV00888,Android,Android 13,v4.1
DEV00889,Android,Windows 11,v5.0
DEV00890,Android,Android 15,v4.1
DEV00891,Android,iOS 17,v5.1
DEV00892,iOS,Windows 11,v4.2
DEV00893,Android,Android 13,v4.2
DEV00894,Android,iOS 18,v4.3
DEV00895,POS,Android 14,v4.2
DEV00896,Android,Android 13,v5.0
DEV00897,Web,Android 13,v5.1
DEV00898,Android,Windows 11,v4.2
DEV00899,iOS,iOS 17,v4.2
DEV00900,Android,macOS,v5.0
DEV00901,Web,Android 14,v4.2
DEV00902,Web,Android 14,v5.0
DEV00903,Android,iOS 17,v4.2
DEV00904,Android,Android 15,v5.0
DEV00905,POS,Android 13,v4.2
DEV00906,Web,iOS 17,v5.1
DEV00907,iOS,macOS,v4.3
DEV00908,iOS,Windows 11,v4.3
DEV00909,Web,Android 15,v4.1
DEV00910,Android,iOS 17,v4.3
DEV00911,iOS,iOS 18,v5.0
DEV00912,iOS,Android 15,v5.0
DEV00913,Web,macOS,v4.3
DEV00914,Android,Windows 11,v5.0
DEV00915,iOS,Android 15,v5.1
DEV00916,iOS,Android 14,v5.0
DEV00917,Web,Android 13,v5.1
DEV00918,iOS,iOS 17,v5.1
DEV00919,Web,macOS,v5.1
DEV00920,Web,macOS,v4.2
DEV00921,Android,Windows 11,v4.1
DEV00922,Android,Windows 11,v5.0
DEV00923,iOS,iOS 17,v4.2
DEV00924,Web,Android 13,v4.1
DEV00925,Android,Windows 11,v4.2
DEV00926,iOS,Windows 11,v5.0
DEV00927,Android,Android 13,v5.1
DEV00928,Android,Windows 11,v4.2
DEV00929,iOS,Windows 11,v4.1
DEV00930,Web,Windows 11,v4.1
DEV00931,iOS,Android 14,v4.1
DEV00932,Web,Android 13,v4.2
DEV00933,Android,iOS 18,v4.1
DEV00934,Android,Android 14,v4.3
DEV00935,Web,Android 15,v4.1
DEV00936,iOS,Android 13,v4.1
DEV00937,Android,Android 15,v4.2
DEV00938,Web,Android 14,v5.0
DEV00939,Web,Windows 11,v4.2
DEV00940,Web,iOS 18,v4.2
DEV00941,Web,macOS,v4.3
DEV00942,Android,iOS 18,v5.0
DEV00943,Android,Android 13,v4.2
DEV00944,Web,iOS 18,v4.3
DEV00945,iOS,Windows 11,v4.2
DEV00946,Android,macOS,v4.3
DEV00947,iOS,iOS 17,v5.1
DEV00948,Web,Windows 11,v4.1
DEV00949,Android,Android 14,v4.1
DEV00950,iOS,Windows 11,v4.2
DEV00951,Android,iOS 18,v4.3
DEV00952,Android,Android 14,v5.1
DEV00953,iOS,Android 14,v4.1
DEV00954,Android,Windows 11,v4.2
DEV00955,Android,Windows 11,v4.2
DEV00956,Web,iOS 17,v4.3
DEV00957,iOS,Windows 11,v5.0
DEV00958,iOS,Windows 11,v4.2
DEV00959,Android,macOS,v5.1
DEV00960,Android,Android 13,v5.1
DEV00961,iOS,Android 14,v5.0
DEV00962,Android,iOS 17,v5.1
DEV00963,iOS,iOS 18,v4.3
DEV00964,Android,macOS,v4.2
DEV00965,iOS,Android 15,v4.3
DEV00966,Android,Android 13,v5.0
DEV00967,Android,macOS,v5.0
DEV00968,POS,Windows 11,v4.3
DEV00969,POS,Android 15,v4.1
DEV00970,Android,iOS 17,v5.0
DEV00971,Web,Android 14,v4.2
DEV00972,iOS,iOS 17,v5.0
DEV00973,Android,Android 13,v4.3
DEV00974,Android,Android 13,v4.3
DEV00975,Android,iOS 18,v5.1
DEV00976,iOS,iOS 17,v4.1
DEV00977,iOS,Android 13,v4.3
DEV00978,POS,iOS 17,v5.1
DEV00979,Web,iOS 18,v5.1
DEV00980,Web,iOS 18,v4.2
DEV00981,Web,iOS 17,v5.1
DEV00982,Web,Windows 11,v4.1
DEV00983,Android,Android 13,v4.2
DEV00984,Android,macOS,v4.3
DEV00985,iOS,Android 14,v4.3
DEV00986,Web,Windows 11,v5.1
DEV00987,Android,Android 14,v5.0
DEV00988,Web,Windows 11,v4.1
DEV00989,POS,iOS 18,v4.1
DEV00990,iOS,Android 13,v5.1
DEV00991,iOS,iOS 18,v4.1
DEV00992,Web,macOS,v4.2
DEV00993,Android,iOS 18,v5.1
DEV00994,Android,iOS 18,v5.0
DEV00995,Web,macOS,v4.3
DEV00996,Web,iOS 18,v4.1
DEV00997,Android,iOS 17,v4.3
DEV00998,Web,iOS 17,v5.0
DEV00999,Android,Android 13,v5.0
DEV01000,iOS,Windows 11,v4.2
DEV01001,iOS,Android 13,v5.0
DEV01002,Android,Android 15,v5.0
DEV01003,Android,Android 14,v4.1
DEV01004,POS,macOS,v4.3
DEV01005,Android,iOS 17,v4.1
DEV01006,Android,macOS,v4.1
DEV01007,iOS,Android 13,v5.1
DEV01008,Android,Windows 11,v5.1
DEV01009,Web,iOS 18,v4.2
DEV01010,Android,iOS 17,v4.2
DEV01011,iOS,Android 14,v5.0
DEV01012,Android,iOS 17,v4.2
DEV01013,Web,Windows 11,v4.2
DEV01014,iOS,Android 14,v5.0
DEV01015,Android,Android 15,v4.3
DEV01016,POS,Android 13,v5.0
DEV01017,Android,Windows 11,v5.0
DEV01018,iOS,Android 14,v4.3
DEV01019,POS,Android 15,v5.0
DEV01020,Web,Windows 11,v5.1
DEV01021,Web,Windows 11,v4.2
DEV01022,Android,iOS 17,v5.0
DEV01023,Android,Android 13,v4.1
DEV01024,Android,macOS,v4.2
DEV01025,POS,macOS,v5.1
DEV01026,POS,Android 14,v5.1
DEV01027,Android,Windows 11,v5.0
DEV01028,Android,macOS,v4.3
DEV01029,Android,Windows 11,v4.1
DEV01030,Android,Android 14,v5.0
DEV01031,Android,macOS,v4.3
DEV01032,Web,Windows 11,v5.1
DEV01033,Web,Android 13,v4.2
DEV01034,Web,Windows 11,v5.1
DEV01035,iOS,macOS,v5.0
DEV01036,Web,iOS 17,v4.3
DEV01037,Web,iOS 17,v5.0
DEV01038,iOS,iOS 18,v5.1
DEV01039,Android,Windows 11,v4.1
DEV01040,Android,iOS 17,v5.1
DEV01041,iOS,Android 13,v5.0
DEV01042,POS,Android 15,v4.3
DEV01043,iOS,Android 13,v5.0
DEV01044,POS,Android 14,v4.2
DEV01045,Android,Windows 11,v4.2
DEV01046,Web,macOS,v4.3
DEV01047,Web,iOS 18,v5.1
DEV01048,iOS,iOS 18,v5.0
DEV01049,POS,macOS,v4.2
DEV01050,iOS,macOS,v4.1
DEV01051,Android,Android 15,v4.2
DEV01052,Android,macOS,v5.1
DEV01053,iOS,Windows 11,v4.3
DEV01054,POS,Android 14,v4.1
DEV01055,Android,macOS,v5.0
DEV01056,iOS,iOS 17,v5.0
DEV01057,Web,macOS,v4.3
DEV01058,Android,iOS 17,v4.1
DEV01059,Android,iOS 17,v4.1
DEV01060,Android,Android 13,v4.1
DEV01061,Android,iOS 17,v4.3
DEV01062,Android,Android 14,v4.3
DEV01063,Android,iOS 18,v5.0
DEV01064,Android,Android 13,v4.2
DEV01065,iOS,iOS 17,v5.1
DEV01066,Web,Android 14,v5.0
DEV01067,Web,Android 15,v4.1
DEV01068,iOS,Android 14,v4.2
DEV01069,POS,iOS 18,v5.1
DEV01070,Web,Android 14,v4.1
DEV01071,POS,macOS,v4.3
DEV01072,Android,Android 14,v4.2
DEV01073,Web,macOS,v4.3
DEV01074,Web,macOS,v5.1
DEV01075,Android,Android 13,v5.1
DEV01076,Android,iOS 18,v4.1
DEV01077,Web,iOS 17,v4.3
DEV01078,Android,macOS,v5.0
DEV01079,Android,macOS,v5.0
DEV01080,iOS,iOS 18,v4.3
DEV01081,iOS,Android 15,v5.1
DEV01082,POS,Windows 11,v4.2
DEV01083,iOS,macOS,v4.3
DEV01084,iOS,macOS,v4.1
DEV01085,Android,iOS 18,v5.0
DEV01086,Web,Android 13,v4.1
DEV01087,iOS,iOS 17,v4.2
DEV01088,Web,iOS 18,v5.0
DEV01089,Android,Windows 11,v5.0
DEV01090,iOS,macOS,v5.0
DEV01091,iOS,iOS 17,v4.1
DEV01092,Web,macOS,v5.1
DEV01093,POS,Android 13,v4.1
DEV01094,Android,macOS,v5.1
DEV01095,iOS,macOS,v4.3
DEV01096,Web,Android 14,v5.0
DEV01097,Web,macOS,v4.1
DEV01098,iOS,Windows 11,v4.2
DEV01099,Android,Android 15,v4.2
DEV01100,Android,iOS 18,v5.1
DEV01101,iOS,iOS 17,v5.1
DEV01102,Android,iOS 18,v5.0
DEV01103,Android,macOS,v5.1
DEV01104,Android,Android 13,v4.2
DEV01105,Web,Android 14,v4.1
DEV01106,POS,Android 13,v4.1
DEV01107,POS,Windows 11,v5.1
DEV01108,Web,macOS,v5.1
DEV01109,Web,macOS,v4.2
DEV01110,Android,iOS 17,v4.3
DEV01111,iOS,iOS 18,v4.1
DEV01112,Android,macOS,v5.1
DEV01113,Web,iOS 17,v5.0
DEV01114,POS,macOS,v5.1
DEV01115,Web,Windows 11,v5.1
DEV01116,iOS,Windows 11,v4.1
DEV01117,Web,macOS,v5.1
DEV01118,POS,Android 13,v5.0
DEV01119,Android,iOS 18,v5.0
DEV01120,Web,iOS 17,v5.0
DEV01121,Android,iOS 18,v4.2
DEV01122,Web,Android 15,v5.0
DEV01123,Android,Android 13,v4.1
DEV01124,Android,Android 13,v4.3
DEV01125,Web,Android 15,v5.1
DEV01126,Android,Android 14,v5.1
DEV01127,Android,Windows 11,v5.1
DEV01128,iOS,iOS 17,v5.0
DEV01129,Web,macOS,v5.0
DEV01130,Android,Android 14,v5.0
DEV01131,Web,iOS 18,v4.3
DEV01132,Web,iOS 17,v4.3
DEV01133,iOS,macOS,v4.3
DEV01134,iOS,macOS,v4.3
DEV01135,Android,iOS 17,v4.3
DEV01136,Android,Windows 11,v5.1
DEV01137,Android,iOS 17,v5.1
DEV01138,Android,Android 15,v4.3
DEV01139,Android,macOS,v5.1
DEV01140,Android,Android 13,v4.3
DEV01141,Web,Android 15,v4.3
DEV01142,iOS,Android 15,v4.3
DEV01143,POS,macOS,v5.1
DEV01144,Android,Android 15,v4.2
DEV01145,Android,Android 14,v4.2
DEV01146,iOS,Android 15,v4.2
DEV01147,Android,Android 13,v4.1
DEV01148,Web,iOS 17,v4.2
DEV01149,iOS,Android 14,v4.2
DEV01150,iOS,macOS,v4.2
DEV01151,Android,Windows 11,v5.0
DEV01152,Android,Android 15,v4.3
DEV01153,iOS,Android 15,v5.1
DEV01154,Android,iOS 17,v5.0
DEV01155,Android,iOS 17,v4.3
DEV01156,iOS,Windows 11,v4.2
DEV01157,Android,Android 14,v4.2
DEV01158,Web,Windows 11,v5.0
DEV01159,Android,Windows 11,v5.1
DEV01160,Android,Android 13,v5.0
DEV01161,Android,Android 14,v5.0
DEV01162,Android,iOS 17,v4.3
DEV01163,Android,Android 13,v4.1
DEV01164,Android,macOS,v5.1
DEV01165,Android,Android 15,v5.1
DEV01166,Android,Windows 11,v5.0
DEV01167,Web,Android 15,v5.0
DEV01168,Web,iOS 18,v4.2
DEV01169,Android,iOS 17,v5.0
DEV01170,Android,iOS 18,v4.3
DEV01171,iOS,Android 14,v4.2
DEV01172,Web,Android 14,v4.1
DEV01173,POS,Windows 11,v4.3
DEV01174,Android,Android 13,v5.1
DEV01175,Android,Windows 11,v5.1
DEV01176,Web,iOS 17,v4.3
DEV01177,Web,Android 13,v5.0
DEV01178,Android,Android 13,v5.0
DEV01179,Web,macOS,v5.0
DEV01180,Android,macOS,v5.1
DEV01181,Android,Android 14,v4.3
DEV01182,iOS,Android 14,v5.0
DEV01183,Android,Windows 11,v4.2
DEV01184,Web,iOS 17,v5.1
DEV01185,Web,Android 14,v4.3
DEV01186,Web,iOS 17,v4.3
DEV01187,Android,iOS 18,v4.3
DEV01188,Android,Windows 11,v4.3
DEV01189,Android,Android 15,v4.1
DEV01190,iOS,Windows 11,v4.2
DEV01191,Web,iOS 18,v4.1
DEV01192,Android,macOS,v5.0
DEV01193,iOS,macOS,v4.1
DEV01194,iOS,Android 14,v4.1
DEV01195,Android,Android 15,v5.1
DEV01196,iOS,Android 15,v4.3
DEV01197,iOS,Windows 11,v4.1
DEV01198,Web,Windows 11,v4.3
DEV01199,Web,Android 13,v4.2
DEV01200,Android,Android 15,v4.1
DEV01201,iOS,iOS 17,v5.1
DEV01202,Web,Android 14,v5.1
DEV01203,Android,macOS,v5.0
DEV01204,Web,Android 14,v4.1
DEV01205,Android,Android 13,v4.2
DEV01206,iOS,Windows 11,v4.3
DEV01207,POS,Windows 11,v4.1
DEV01208,iOS,Android 13,v5.0
DEV01209,Android,Android 14,v5.1
DEV01210,Android,Android 13,v4.1
DEV01211,Android,Android 15,v5.0
DEV01212,iOS,macOS,v4.2
DEV01213,iOS,Android 15,v4.3
DEV01214,Android,iOS 17,v4.2
DEV01215,POS,Windows 11,v4.2
DEV01216,Android,Android 13,v4.3
DEV01217,iOS,Android 14,v4.1
DEV01218,iOS,Windows 11,v4.3
DEV01219,iOS,Windows 11,v5.0
DEV01220,iOS,iOS 18,v4.2
DEV01221,Android,Android 14,v4.3
DEV01222,POS,Windows 11,v5.1
DEV01223,iOS,iOS 18,v4.3
DEV01224,iOS,iOS 18,v4.3
DEV01225,iOS,macOS,v5.0
DEV01226,Android,iOS 17,v4.2
DEV01227,Web,iOS 18,v5.0
DEV01228,iOS,Android 15,v5.0
DEV01229,iOS,Android 15,v5.1
DEV01230,Web,Windows 11,v5.0
DEV01231,Web,iOS 17,v5.0
DEV01232,Android,Android 14,v5.1
DEV01233,Web,Android 14,v4.1
DEV01234,Android,Windows 11,v5.0
DEV01235,iOS,Windows 11,v4.3
DEV01236,Android,Android 14,v5.0
DEV01237,Android,Android 14,v4.2
DEV01238,Android,Android 15,v4.3
DEV01239,Android,Android 15,v4.3
DEV01240,Android,iOS 17,v4.1
DEV01241,iOS,iOS 17,v4.2
DEV01242,Android,iOS 17,v4.2
DEV01243,Web,Android 14,v4.2
DEV01244,Android,Android 14,v5.0
DEV01245,Android,Android 15,v5.0
DEV01246,Android,Android 15,v4.3
DEV01247,Android,Android 13,v4.1
DEV01248,Android,Android 13,v5.0
DEV01249,POS,Windows 11,v5.0
DEV01250,Android,Android 14,v4.1
DEV01251,Web,Windows 11,v4.2
DEV01252,Android,Android 15,v4.3
DEV01253,Web,Android 14,v5.0
DEV01254,Android,Windows 11,v4.1
DEV01255,POS,Windows 11,v4.1
DEV01256,Android,iOS 18,v4.2
DEV01257,Android,Android 13,v5.1
DEV01258,iOS,iOS 17,v5.1
DEV01259,iOS,Android 14,v5.1
DEV01260,Android,macOS,v5.1
DEV01261,Android,iOS 18,v5.0
DEV01262,Web,iOS 17,v4.1
DEV01263,Android,Windows 11,v4.3
DEV01264,iOS,iOS 18,v5.0
DEV01265,iOS,macOS,v5.1
DEV01266,Web,Android 15,v4.3
DEV01267,Android,Android 15,v4.3
DEV01268,iOS,Android 15,v5.1
DEV01269,Android,Windows 11,v4.3
DEV01270,Android,iOS 17,v5.0
DEV01271,iOS,iOS 17,v4.2
DEV01272,POS,Android 15,v5.0
DEV01273,Android,Windows 11,v5.0
DEV01274,Android,iOS 17,v4.2
DEV01275,iOS,Android 15,v5.1
DEV01276,Android,Android 14,v5.1
DEV01277,iOS,Android 15,v4.2
DEV01278,POS,Windows 11,v5.0
DEV01279,POS,Android 13,v4.1
DEV01280,Android,Android 14,v4.3
DEV01281,iOS,Windows 11,v4.3
DEV01282,POS,macOS,v4.3
DEV01283,Android,Android 15,v4.1
DEV01284,iOS,Android 13,v5.0
DEV01285,Android,Android 15,v5.1
DEV01286,Android,Android 14,v4.2
DEV01287,POS,Android 15,v4.3
DEV01288,Web,iOS 17,v4.1
DEV01289,Android,Android 15,v4.2
DEV01290,Web,Android 14,v5.0
DEV01291,iOS,iOS 18,v4.1
DEV01292,Web,Android 15,v4.1
DEV01293,Android,iOS 17,v4.2
DEV01294,Android,macOS,v4.2
DEV01295,Android,Android 14,v4.3
DEV01296,iOS,Android 13,v5.0
DEV01297,Android,iOS 18,v4.2
DEV01298,Android,macOS,v4.3
DEV01299,POS,Windows 11,v4.3
DEV01300,POS,Android 15,v4.2
DEV01301,iOS,Android 14,v4.1
DEV01302,Web,iOS 17,v4.1
DEV01303,POS,iOS 17,v4.1
DEV01304,iOS,Android 14,v4.3
DEV01305,iOS,macOS,v4.1
DEV01306,Web,iOS 17,v5.0
DEV01307,iOS,Windows 11,v4.1
DEV01308,Android,macOS,v4.1
DEV01309,Android,iOS 18,v4.3
DEV01310,iOS,Android 13,v5.1
DEV01311,POS,macOS,v5.0
DEV01312,iOS,iOS 17,v4.3
DEV01313,Web,iOS 17,v5.0
DEV01314,Web,Android 13,v5.0
DEV01315,Android,iOS 18,v4.1
DEV01316,Web,iOS 18,v5.0
DEV01317,Android,iOS 18,v4.1
DEV01318,Android,Windows 11,v5.0
DEV01319,Web,macOS,v5.1
DEV01320,iOS,iOS 17,v5.0
DEV01321,Web,macOS,v4.2
DEV01322,Android,iOS 17,v4.1
DEV01323,Web,iOS 18,v5.1
DEV01324,Android,iOS 17,v4.1
DEV01325,iOS,macOS,v5.1
DEV01326,iOS,Android 15,v4.1
DEV01327,iOS,macOS,v4.2
DEV01328,Android,iOS 17,v4.2
DEV01329,Android,Windows 11,v5.1
DEV01330,iOS,iOS 18,v4.3
DEV01331,iOS,macOS,v4.1
DEV01332,iOS,Android 14,v4.3
DEV01333,iOS,iOS 18,v5.0
DEV01334,POS,Android 14,v4.2
DEV01335,POS,iOS 17,v4.1
DEV01336,Android,iOS 17,v4.2
DEV01337,Android,Windows 11,v5.0
DEV01338,iOS,Android 14,v5.1
DEV01339,Android,macOS,v4.1
DEV01340,Android,iOS 18,v4.1
DEV01341,Android,Android 13,v4.1
DEV01342,Android,macOS,v5.1
DEV01343,iOS,Android 13,v4.2
DEV01344,Android,iOS 18,v5.1
DEV01345,Android,iOS 17,v4.2
DEV01346,Web,Android 14,v4.1
DEV01347,Web,macOS,v5.1
DEV01348,Web,Android 14,v5.0
DEV01349,Android,iOS 18,v5.1
DEV01350,Android,iOS 18,v4.2
DEV01351,Android,Android 15,v4.1
DEV01352,Android,Windows 11,v4.2
DEV01353,Android,Android 14,v4.3
DEV01354,Web,Windows 11,v4.1
DEV01355,POS,Android 15,v5.0
DEV01356,Web,iOS 17,v5.0
DEV01357,Web,Android 14,v4.3
DEV01358,iOS,Windows 11,v4.2
DEV01359,Web,iOS 18,v5.0
DEV01360,POS,iOS 18,v4.2
DEV01361,iOS,iOS 17,v4.1
DEV01362,Android,Windows 11,v5.1
DEV01363,Android,Windows 11,v4.1
DEV01364,iOS,Android 13,v4.2
DEV01365,Android,Android 15,v4.3
DEV01366,POS,iOS 18,v4.1
DEV01367,iOS,Windows 11,v5.0
DEV01368,iOS,macOS,v4.1
DEV01369,Android,Android 14,v4.1
DEV01370,iOS,Windows 11,v4.1
DEV01371,iOS,Android 14,v4.3
DEV01372,Web,macOS,v4.2
DEV01373,Android,Android 14,v4.3
DEV01374,POS,iOS 17,v5.0
DEV01375,iOS,macOS,v4.2
DEV01376,iOS,Android 13,v5.0
DEV01377,POS,Android 15,v4.2
DEV01378,POS,Android 14,v4.2
DEV01379,Android,Android 14,v4.1
DEV01380,Web,iOS 18,v4.1
DEV01381,Android,Android 13,v4.3
DEV01382,iOS,iOS 18,v4.2
DEV01383,Android,iOS 17,v5.0
DEV01384,iOS,iOS 17,v4.1
DEV01385,iOS,Android 15,v5.0
DEV01386,iOS,macOS,v4.1
DEV01387,iOS,iOS 17,v4.2
DEV01388,iOS,macOS,v5.0
DEV01389,Android,Android 15,v4.3
DEV01390,Web,iOS 18,v4.3
DEV01391,iOS,Android 14,v4.3
DEV01392,iOS,Android 14,v4.1
DEV01393,POS,macOS,v4.1
DEV01394,Android,Android 13,v4.3
DEV01395,iOS,iOS 17,v5.0
DEV01396,Web,Android 13,v4.1
DEV01397,Android,Android 13,v4.3
DEV01398,Android,Android 14,v4.1
DEV01399,Web,iOS 17,v5.1
DEV01400,Android,Android 14,v5.0
DEV01401,iOS,macOS,v4.2
DEV01402,iOS,Windows 11,v5.0
DEV01403,iOS,Android 13,v4.2
DEV01404,Web,iOS 17,v4.3
DEV01405,Web,Windows 11,v4.1
DEV01406,Android,Windows 11,v4.3
DEV01407,Web,Windows 11,v4.2
DEV01408,Web,macOS,v5.1
DEV01409,Android,Android 14,v4.2
DEV01410,POS,Android 15,v4.1
DEV01411,Web,Windows 11,v5.1
DEV01412,Android,Android 15,v4.1
DEV01413,iOS,iOS 18,v5.1
DEV01414,Web,iOS 18,v4.1
DEV01415,iOS,iOS 17,v4.2
DEV01416,Web,iOS 18,v4.2
DEV01417,Web,macOS,v4.2
DEV01418,iOS,iOS 17,v4.2
DEV01419,Android,Android 13,v5.1
DEV01420,Android,Android 15,v5.0
DEV01421,iOS,iOS 17,v5.0
DEV01422,Web,macOS,v4.3
DEV01423,iOS,macOS,v5.0
DEV01424,Android,Android 13,v4.3
DEV01425,Android,Android 15,v4.2
DEV01426,iOS,Android 14,v4.1
